"servicecenterid","serviceid","servicenameen","servicenamear","isavailable"
"471","195","Refund value of warranty paid","استرجاع قيمة الضمان المدفوع","true"
"471","172","Renewal of the establishment card of a private sector or free zone","تجديد بطاقة منشأة لمؤسسات القطاع الخاص او المنطقه الحره","true"
"516","71","Work Entry Permit For Private Sector Or Free Zone","إذن دخول عمل لقطاع خاص او منطقة حرة","true"
"838","1241","Entry Permit For Domestic Helpers Category Escorting for GCC Residents","إذن دخول للمرافقين الفئة المساعده لمقيمي دول مجلس التعاون","true"
"501","1264","","تجديد بطاقة المنشأه لمؤسسات القطاع الحكومي","true"
"471","1220","-Long term tourism visit visa of multiple journeys","إذن دخول زيارة طويلة سياحة عدة سفرات","true"
"478","78","Renewal of the residency permit for the family members of sponsor working in the private sector or free zone.","تجديد تصريح إقامة لأفراد أسرة كفيل يعمل في قطاع خاص أو منطقة حرة .","true"
"514","175","Issuance of an additional copy of the establishment card.","إصدار نسخة إضافية من بطاقة المنشأة.","true"
"480","78","Renewal of the residency permit for the family members of sponsor working in the private sector or free zone.","تجديد تصريح إقامة لأفراد أسرة كفيل يعمل في قطاع خاص أو منطقة حرة .","true"
"514","1263","","اصدار بطاقه منشأه (لمؤسسات القطاع الحكومي)","true"
"476","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"478","81","Renewal of the residence permit for help workers category to UAE and GCC citizens","تجديد إقامة لفئة عمال الخدمة المساعدة  لكفيل مواطن أو لكفيل من مواطني دول مجلس التعاون .","true"
"481","184","Stopping a establishment card.","إيقاف بطاقة المنشأة.","true"
"536","80","Renewal of work residence","تجديد إقامة عمل","true"
"484","33","-","إصدار إذن دخول عمل -  للفئات المساعدة ومن في حكمهم على كفالة مواطني دول مجلس التعاون الخليجي","true"
"504","32","Work Entry Permit - For Partner Or Investor.","إذن دخول عمل - لشريك أو مستثمر أجنبي.","true"
"476","29","Work Entry Permit For Government Entities","إذن دخول عمل في الجهات الحكومية","true"
"496","91","Modify the data of residency permit of family members","تعديل بيانات تصريح إقامة أفراد الأسرة","true"
"484","175","Issuance of an additional copy of the establishment card.","إصدار نسخة إضافية من بطاقة المنشأة.","true"
"478","3","Short Term Visit Visa For 30 Days Under The Sponsorship Of (Companies).","اصدار اذن زيارة  قصيرة لمدة 30 يوم لمكفولي (الشركات).","true"
"508","150","","خروج الوسيلة من موانئ الدولة (خروج دولي).","true"
"471","45","Single Short Term Entry Visit Permit (Festival/Fairs/Conference/Symposium)","إذن دخول زيارة قصيرة لسفرة واحدة(مهرجان/معارض/مؤتمر/ندوة)","true"
"512","1213","Multi Long Term Visit Visa - work or leisure","إذن دخول زيارة طويلة لعدة سفرات - عمل أو ترفية","true"
"535","175","Issuance of an additional copy of the establishment card.","إصدار نسخة إضافية من بطاقة المنشأة.","true"
"471","459","Inspection of establishments requesting to open a category and increase the number of visas on the establishment card (Tourist shipping).","التفتيش على المنشآت التي تطلب فتح فئة وزيادة عدد التأشيرات على بطاقة المنشأة ( سياحية ، شحن ) .","true"
"512","1264","","تجديد بطاقة المنشأه لمؤسسات القطاع الحكومي","true"
"495","6","Long term Single journey visit visa - leisure","إصدار إذن دخول زيارة طويلة لسفرة واحدة ترفيه","true"
"478","27","Issuance of employment entry permit- Domestic Helpers Category and alike for the UAE Female citizens.","إصدار إذن دخول عمل - للفئات المساعدة ومن في حكمهم للمواطنات.","true"
"509","1111","","في حالة مرض البحارة او الأصابة في حادث","true"
"493","49","Tourism Entry Permit For Guests Of Tourism Establishments Only","إذن دخول سياحية لضيوف المنشآت السياحيه فقط.","true"
"480","31","Employment visa for support categories for a resident sponsor","إ إذن دخول عمل -  للفئات المساعدة لكفيل مقيم","true"
"531","73","Extend the validity of work entry permit – Mission for a period of 90 days (Ministry of Labour)","تمديد صلاحية إذن دخول عمل - مهمة لمدة 90 يوم (وزارة العمل)","true"
"484","821","","استلام وتحويل الإقتراحات .","true"
"476","1287","","كف البحث عن مكفول لكفيل من الجهات الخاصة ( قبل الغاء بطاقة العمل)","true"
"480","57","Cancellation of entry permits issued by the default system (Online)","إلغاء صلاحية أذونات الدخول  الصادرة عن طريق الادارة الافتراضية نظام الـ On-Line","true"
"473","821","","استلام وتحويل الإقتراحات .","true"
"503","1201","","إطلاق الاستبيانات المتعلقة بالموارد البشرية وتحليلها ورفع التوصيات المناسبة  [خارجي المجلس التنفيذي]","true"
"512","179","Renewal of PRO card for government sector entity","تجديد بطاقة مندوب لجهة قطاع حكومي","true"
"499","34","Issuance of work contract work for domestic helper categories.","إصدار عقد العمل للفئات المساعدة.","true"
"481","173","Modify the data of the establishment card.","تعديل بيانات بطاقة المنشأة.","true"
"504","737","","الصيانة من قبل الشركات","true"
"484","27","Issuance of employment entry permit- Domestic Helpers Category and alike for the UAE Female citizens.","إصدار إذن دخول عمل - للفئات المساعدة ومن في حكمهم للمواطنات.","true"
"495","232","Request for issuing exit permit for newborn babies","طلب إصدار تصريح مغادرة لحديثي الولادة.","true"
