"professionid","professiondescen","professiondescar"
"9100032","CONSULAR OFFICER","ضابط قنصلي"
"9100033","VICE CONSUL","نائب القنصل"
"9100041","COMMERCIAL ATTACHE","ملحق تجارى"
"9100042","ADMINISTRATION ATTACHE","ملحق ادارى"
"9100051","LABOUR ATTACHE","ملحق عمالى"
"9100061","MILITARY ATTACHE","ملحق عسكرى"
"9100071","CULTURAL ATTACHE","ملحق ثقافى"
"9100081","FIRST SECRETARY","سكرتير اول"
"9100091","SECOND SECRETARY","سكرتير ثانى"
"9100101","THIRD SECRETARY","سكرتير ثالث"
"9100102","FORTH SECRETARY","سكرتير رابع"
"9100111","DIPLOMATIC MISSION EMPLOYEE","موظف بالسلك الدبلوماسى"
"9100121","MINISTER REG","وزير مفوض"
"9100131","MINISTER REG TRADE DEVT","وزير مفوض للشئون التجاريه"
"9200000","MILITARY RANK OCCUPATIONS","المهن والرتب العسكريه"
"9200001","OFFICER","ضابط"
"9200011","FIRST LT GENERAL","فريق اول"
"9200021","LT GENERAL","فريق"
"9200031","GENERAL","لواء"
"9200041","BRIGADIER","عميد"
"9200051","COLONEL","عقيد"
"9200061","LT COLONEL","مقدم"
"9200071","MAJOR","رائد"
"9200081","CAPTAIN","نقيب"
"9200091","FIRST LIEUTENANT","ملازم اول"
"9200101","LIEUTENANT","ملازم ثان"
"9200111","CADET","مرشح"
"9200121","FIRST WORKING OFFICER","مساعد اول / وكيل"
"9200131","WORKING OFFICER","مساعد (وكيل)"
"9200141","SERGEANT MAJOR","رقيب اول"
"9200151","SERGEANT","رقيب"
"9200161","FIRST CORPORAL","عريف اول"
"9200171","CORPORAL","عريف"
"9200181","HEAD CONSTABLE","شرطى اول"
"9200191","FIRST SOLDIER","جندى اول"
"9200201","CONSTABLE","شرطى"
"9200205","POLICE FIREMAN","شرطى اطفاء"
"9200208","POLICE MUSICIAN","شرطى موسيقى"
"9200210","POLICE TRANSLATOR","شرطى مترجم"
"9200211","SOLDIER","جندى"
"9200221","STUDENT IN POLICE OR ARMY","طالب فى المدارس العسكريه"
"9200231","TRAINEE","متدرب"
"9200232","SENIOR OFFICER K9 UNIT","ضابط اول وحدة الكلاب البوليسيه"
"9200233","TRAINER K9 UNIT","مدرب وحدة الكلاب البوليسيه"
"9200234","INSPECTOR K9 UNIT","مفتش وحدة الكلاب البوليسيه"
"9200241","RETIRED OFFICER","ضابط متقاعد"
"9200251","POLICE OR ARMY RETIRED","عسكرى متقاعد"
"9200261","MINISTRY OF INTERIOR EMPLOY","ضمن ملاك الداخليه"
"9200271","DEFENCE EMPLOYEE","ضمن ملاك الدفاع"
"9200279","MARINE MANAGER","مدير دائره التامين البحري"
"9200280","DEPUTY MARINE MANAGER","مساعد مدير دائره التامين البحري"
"9200281","MARINE OFFICER","ضابط بحرى"
"9200282","MARINE ASSISTANT","مساعد دائره التامين البحري"
"9200283","MARINE SUPERVISOR","مشرف دائره التامين البحري"
"9200291","POLICE OFFICER","ضابط شرطه"
"9200301","PILOT OFFICER","ضابط طيار"
"9250000","FORENSIC EXPERTS","خبراء جنائيين"
"9250001","FIREARM AND TOOL MARK EXPERT","خبير اسلحه واثار الات"
"9250002","MANAGER NON PROLIFERATION OF WMD UNIT","مدير وحدة عدم انتشار اسلحة الدمار الشامل"
"9250003","OFFICER NON PROLIFERATION OF WMD UNIT","ضابط وحدة عدم انتشار اسلحة الدمار الشامل"
"9250011","POISON AND DRUGS EXPERT","خبير السموم والمخدرات"
"9250021","EXPLOSIONS EXPERT","خبير متفجرات"
"9250022","LABOR PERPERATION EXPLOSIVE","عامل تجهيز متفجرات"
"9250023","EXPLOSIONS EXPERT DEBUTY","مساعد خبير متفجرات"
"9250031","FORGING EXPERT","خبير التزييف والتزوير"
"9250041","CR PHOTO EXPERT","خبير التصوير الجنائى"
"9250051","ANALYSIS EXPERT","خبير التحاليل الدقيقه"
"9250052","CHEMICAL EXPERT","خبير كيميائي"
"9250061","FINGER PRINT EXPERT","خبير البصمات"
"9250071","PHOTOS EXPERT","خبير تصوير"
"9250072","SPECIALIST BI","خبير استقصاء المعلومات"
"9250081","FIRE CHECK EXPERT","خبير فحص الحرائق"
"9250082","FIRE SAFETY CO-ORDINATOR","منسق الوقايه من الحرائق"
"9250083","PLANNING ANDREVIEW SPECIALIST INTELLIGENCE","اخصائي تخطيط ومراجعة الاستخباريه"
"9250084","ANALYST ANAYSIS INFORMATION INTELLIGENCE","محلل تحليل المعلومات الاستخباريه"
"9250085","SR.ANALYST COLLATION","محلل اول ربط المعلومات الاستخباريه"
"9250086","ANALYST COLLATION","محلل ربط المعلومات الاستخباريه"
"9250087","SR.ANALYST COLLECTION","محلل اول جمع المعلومات الاستخباريه"
"9250088","ANALYST COLLECTION","محلل جمع المعلومات الاستخباريه"
"9250091","BIOLOGY EXPERT","خبير بيولوجى"
"9250501","GUNS TECHNICION","فنى اسلحه"
"9250511","COLOR EXPERT","خبير الوان"
"9300000","SHEIKHS AND SPECIAL OCCUPATION","الشيوخ ومهن خاصه"
"9300011","SHEIKHS FAMALIES","من الاسره الحاكمه"
"9300021","TRIBE SHEIKH","شيخ قبيله"
"9300022"," ","مختار"
"9300031","CHIEFTAIN","طط"
"9300041","SHEIKHS ACCOMPANY","مرافق شيوخ"
"9300042","SR OFFICER SPECIAL UNIT","ضابط اول الوحدة الخاصه"
"9300043","OFFICER SPECIAL UNIT","ضابط الوحده الخاصه"
"9300044","SENIOR INSPECTOR SPECIAL UNIT","مفتش اول الوحده الخاصه"
"9300045","INSPECTOR  SPECIAL UNIT","مفتش الوحده الخاصه"
"9300051","PRIVATE GUARD","حارس خاص"
"9300052","DIRECTOR SPECIAL TASK","مدير ادارة المهام الخاصه"
"9300053","OFFICER SPECIAL TASK FOLLOW UP","ضابط المتابعه-المهام الخاصه"
"9400000","FEDERAL LEGISLATION OCCUPATION","مهن تشريعيه اتحاديه"
"9400011","FEDERAL LEGISLATOR OCCUPATION","مهن تشريعيه اتحاديه"
"9400021","LEGISLATOR INCHARGE","مسؤول تشريعى"
"9400031","FEDERAL EXECUTIVE COUNCIL MEMB","عضو مجلس اتحادى تنفيذى"
"9400032","Authority Secretary general","أمين عام هيئه"
"9400033","Secretary general","أمين عام"
"9400034","Senior Secretary general","أمين عام اول"
"9400035","CUSTODIAN OF SECURITY","امين سر"
"9400041","MUNICIPALITY COUNCIL MEMBER","عضو مجلس بلدى"
"9400042","COUNCIL MEMBER","عضو مجلس"
"9400043","MEMBER OF ADMIN CHAMBER","عضو مجلس الاداره المنتدب"
"9400051","FEDERAL COUNCIL PRESIDENT","رئيس مجلس اتحادى"
"9400061","FEDERAL COUNCIL UNDERSECRETARY","وكيل مجلس اتحادى"
"9400071","DEPUTY CHAIRMAN","نائب رئيس مجلس"
"9800000","FREE OCCUTPATIONS","المهن الحره"
"9800011","OWNER","صاحب المؤسسه"
"9800021","PARTNER","شريك"
"9800022","Partner (Female)","شريكه"
"9800031","TRADER","تاجر"
"9800040","SENIOR INSPECTOR","مفتش اول"
"9800041","BUSINESS PERSON","رجل اعمال"
"9800042","INSPECTOR","مفتش"
"9800043","CONSULTANT","استشاري"
"9800061","EARNER","كاسب"
"9800071","INVESTOR","مستثمر"
"9800072","Investor (Female)","مستثمره"
"9800081","LANDLORD","مالك اراضى وعقارات"
"9800082","PROPERTY OWNER","مالك عقار"
"9800091","HONORARY  INVESTOR","مستثمر بدون اجر"
"9800601","BUSINESS","تاجر"
"9800602","FINANCIAL  ADMINISTRATIVE DIRECTOR","مدير الشؤون المالية والادارية"
"9800611","BUSINESSMAN","رجل اعمال"
"9800612","BUSINESSWOMAN","سيدة اعمال"
"9900000","HOUSEWIVES/STUDENTS/RETIRED","ربات البيوت/الطلبه/متقاعدين"
"9900011","HOUSE WIFE","ربه بيت"
"9900015","STUDENT / NOT ALLOWED TO WORK","الطالب - الطالبة / غير مسموح للعمل"
"9900021","RETIRED","متقاعد"
"9900025","MUHREM / NOT ALLOWED TO WORK","محرم / غير مسموح للعمل"
"9900027","ACCOMPANY","مرافق"
"9900031","NOT EMPLOYED","بدون عمل"
"9900041","STUDENT IN LOCAL UNIVERSITY","طالب بجامعه محليه"
"9900042","Entrepreneur","أعمال حرة"
"9900043","DEPUTY CHIEF FIRE OFFICER","نائب رئيس الإطفاء"
"9900051","CAPTAIN WIFE","زوجه قبطان"
"8117035","METAL DIP PLATING WORKER","عامل تكسيه معادن بالغمر"
"8117045","METAL SPARY PLATING WORKER","عامل تكسيةمعادن بالرش"
"8117055","RAW MATERAIL LABORER","عامل تنظيف معادن بالرش الرملى"
"8118000","COPPERSMITHS","النحاسون"
"8118013","COPPERSMITH GENERAL","نحاس عام"
"8118024","DOMESTIC COPPER WARES MAKER","نحاس اوان منزليه"
"8119000","JEWELLERY","الصائغون"
"8119013","JEWELLERY MAKER GENERAL","صائغ حلى وجواهر"
"8119024","GOLDSMITH","صائغ حلى ذهبيه"
"8119034","SILVER JEWELLERY MAKER","صائغ حلى فضيه"
"8119043","JEWELLER","جواهرى"
"8120000","INDS OFI EQUP INSTAL MAINT OCP","مهن تركيب وصيانةمعدات صناعيه"
"8121000","INDUSTRIAL EQUP INSTAL WORKERS","عمال تركيب المعدات الصناعيه"
"8121013","INDUS EQUP INSTAL MECHANIC GEN","ميكانيكى تركيب معدات صناعيه/ع"
"8121024","INDUS EQUP INSTAL MECHANIC","ميكانيكى تركيب معدات صناعيه"
"8121035","EQUIP INSTALLATION MECH ASSIST","مساعد ميكانيكي تركيب معدات صناعية"
"8121045","LIFT MAINT MECHANIC","ميكانيكى صيانه مصاعد"
"8122000","INDUSTRIAL EQUP MAINT WORKERS","عمال صيانه المعدات الصناعيه"
"8122011","MAINTENANCE FOREMAN","رئيس عمال صيانه"
"8122012","ASSISTANT MAINTENANCE FOREMAN","مساعد رئيس عمال صيانه"
"8122013","MAINTENANCE MECHANIC GENERAL","ميكانيكى صيانه عام"
"8122024","INDUS EQUP MAINT MECHANIC","ميكانيكى صيانه معدات صناعيه"
"8122034","SPINNING MACHINE MAINT MECHAN","ميكانيكى صيانه الات الغزل"
"8122044","WEAVING MACHINE MAINT MECHANIC","ميكانيكى صيانه الات النسيج"
"8122054","SEWING MACHINE MAINT MECHANIC","ميكانيكى صيانه الات الخياطه"
"8122064","PRINTING PRESS MAINT MECHANIC","ميكانيكى صيانه الات المطابع"
"8122074","PUMPS COMPRESSORS MAINT MECHAN","ميكانيكى صيانةالمضخات والضواغط"
"8122084","WASH IRON MACHINE MAINT MECHAN","ميكانيكى صيانةالات الغسيل والكى"
"8122094","HANDLING EQUP MAINT MECHANIC","ميكانيكى صيانةاجهزةمناولةمواد"
"8122105","MAINTENANCE MECHANIC ASSISTANT","مساعد ميكانيكى صيانه"
"8122115","DRIVING BELT JOINING WORKER","لحيم اقشطه ناقله"
"8122125","RIG MAINTENANCE MECHANIC","ميكانيكى صيانه رجاج/حفار"
"8123000","MECHAN PRECISION INSTR MAINT W","عمال صيانةالاجهزةالدقيقه"
"8123013","PRECISION INSTRU MECHANIC GEN","ميكانيكى اجهزه دقيقه عام"
"8123024","PRECISION INSTRUMENT MECHANIC","ميكانيكى اجهزه دقيقه"
"8123025","MEASURING INSTRUMENT MECHANIC","ميكانيكى اجهزه قياس"
"8123044","WATCH REPAIRER","ساعاتى"
"8123054","OPTICAL INSTRUMENT MECHANIC","ميكانيكى صيانه بصريات"
"8123063","OFICE MACHINE MAINT MECHAN GEN","ميكانيكى صيانه الات مكتبيه عام"
"8123074","TYPING MACHINE MAINT MECHANIC","ميكانيكى صيانه الات كاتبه"
"8123084","REPROGRAPHY MACHI MAINT MECHAN","ميكانيكى صيانه الات استنساخ"
"8123094","MUSICAL INSTR MAINT MECHANIC","ميكانيكى صيانه اجهزه موسيقيه"
"8124000","GAS OIL COOKER HEATER MAINT WR","عمال صيانةافران ومدافئ الغاز"
"8124014","COOKER HEATER MAINT MECHAN GEN","مكانيكى صيانه افران ومدافى عام"
"8124025","GAS COOKER HEATER MAINT MECHAN","مكانيكى صيانه افران ومدافى غاز"
"8124035","OIL COOKER HEATER MAINT MECHAN","مكانيكى صيانه افران ومدافى نفط"
"8130000","AC AND SANITRY EQUP OCUP","مهن التكييف والتمديدات الصحيه"
"8131000","AC SYS INSTAL OPER MAINT WORK","عمال تركيب انظمه التكييف"
"8131013","GENERAL AC MECHANIC","مكانيكى تكيف عام"
"8131014","SPECIALIST A/C","اختصاصى تكييف"
"8131024","CENTRAL A/C EQUIPMENT MECHANIC","ميكانيكى اجهزه تكييف مركزى"
"8131025","A/C MECHANIC","ميكانيكى اجهزه تكييف"
"8131035","HOME AC MECHANIC","مكانيكى مكيفات منزليه"
"8131045","CAR A/C MECHANIC","مكانيكى مكيف مركبات"
"8131055","A/C MECHANIC ASSISTANT","مساعد ميكانيكى تكييف"
"8131065","CENTRAL A/C EQUIPMENT OPERATOR","مشغل اجهزه تكييف مركزى"
"8131075","A/C WORKSHOP INCHARGE","مسؤول ورشه المكيفات"
"8132000","COOL SYS INSTAL OPER MAINT WOR","عمال تركيب انظمةالتبريدوتشغيله"
"8132001","AIR-CONDITIONERS TECHNICIAN","فنى مكيفات"
"8132002","WINDOW AIR-CONDITION TECHNICIAN","فنى مكيفات عاديه"
"8132003","JUNIOR AIR-CONDITIONERS TECHNICIAN","فنى مكيفات ثاني"
"8132004","SENIOR AIR-CONDITIONERS TECHNICIAN","فني مكيفات اول"
"8132013","COOLING SYSTEM MECHANIC GEN","ميكانيكى تبريد / عام"
"8132024","CENTRAL COOLING EQUP MECHANIC","ميكانيكى اجهزه تبريد مركزى"
"8132035","HOME COOLING EQUIPMENT MECHANI","ميكانيكى اجهزه تبريد منزليه"
"8132045","CENTRAL COOL EQUP MECHAN ASSIS","مساعدميكانيك اجهزه تبريد مركزى"
"8132055","CENTRAL COOLING EQUP OPERATOR","مساعد اجهزه تبريد مركزى"
"8132065","AIR CONDTION WELDER","لحام مكيفات"
"8133000","CENTRAL HEAT SYS INSTAL WORKER","عمال تركيب انظمة التدفئة المركزية وتشغيلها وصيانتها"
"8133001","CENTRAL AIR CONDITION TECHNICIAN","فنى مكيفات مركزيه"
"8133013","CENTRAL HEATING MECHANIC GEN","ميكانيكى تدفئه مركزيه عام"
"8133024","CENTRAL HEATING INSTAL WORKER","مركب تدفئه مركزيه"
"8133035","CENTRAL HEATING MECHANIC ASSIT","مساعد ميكانيكى تدفئه مركزيه"
"8133045","BOILERS MAINTENANCE MECHANIC","ميكانيكى صيانه مراجل"
"8133055","CENTRAL HEATING SYSTEMS OPER","مشغل انظمه التدفئه المركزيه"
"8134000","DRAINAGE AND WATER NET WORKER","عمال تمديد شبكات المياة والصرف الصحي المنزلي والنفط والغاز"
"8134013","SANITARY INSTALLATION WORK GEN","مركب تمديدات صحيه عام"
"8134017","DOMESTIC SANITARY EQUP LABOURER","عامل تمديدات صحيه"
"8134024","SAINITARY INSTALLATION ASSIT","مساعد مركب تمديدات صحيه"
"8134025","HOME SANITRY FIXING ASSISTANT","مساعدمركب تمديدات صحيه منزليه"
"8134035","DOMESTIC SANITARY EQUP INSTA W","مركب تمديدات صحيه منزليه"
"8134038","FITTER / PLUMBER GENERAL","سباك وفيتر عام"
"8134045","SEWAGE CLEANING WORKER","عامل تنظيف مجارى"
"8134055","OIL NETWORK INSTALLATION MECHA","ميكانيكى تمديد شبكات نفط"
"8134064","GAS NETWORK INSTAL MECHANIC","ميكانيكى تمديدشبكات انابيب غاز"
"8134075","PIPE INSTALLATION WORKER","مواسرجى (عامل تركيب مواسير)"
"8140000","TRANSPORT DRIVING OCCUPATIONS","مهن قياده وتشغيل وسائط النقل"
"8140001","DRIVER","سائق"
"8141000","VECHICLE DRIVERS","سائقوا المركبات"
"8141011","CHIEF DRIVER","رئيس سائقون"
"8141012","SR.OFFICER FLEET MANAGEMENT","ضابط اول - ادارة المركبات"
"8141013","OFFICER FLEET MANAGEMENT","ضابط ادارة المركبات"
"8141014","ALL VEHICLES DRIVER","سائق عموم المركبات"
"8141015","FLEET COORDINATOR","منسق المركبات"
"8141024","BUS DRIVER","سائق حافله"
"8141025","PUBLIC BUS DRIVER","سائق حافلة عامة"
"8141034","TRUCK DRIVER","سائق شاحنة"
"8141035","AMBULANCE DRIVER","سائق إسعاف"
"8141041","TANKER  DRIVER","سائق صهريج"
"8141042","PRIVATE DRIVER","سائق خاص"
"8141044","REFREGERATED VEHICLE DRIVER","سائق براد"
"8141045","TAXI DRIVER","سائق سياره عمومى"
"8141055","PRIVATE CAR DRIVER","سائق سياره خصوصى"
"8141065","MOTORCYCLE DRIVER","سائق دراجه ناريه"
"8141075","LIGHT VEHICLE DRIVER","سائق مركبه خفيفه"
"8141076","TRANSPORT INCHARGE","مسؤول نقل"
"8141078","TRANSPORT CONTROLLER","مراقب نقل"
"8141079","TRANSPORT INCHARGE","مسؤول المواصلات"
"8141085","BOATS DRIVER","سائق قارب"
"8141101","TRANSPORTATION SUPERVISOR","مشرف نقليات"
"8141102","TRANSPORTATION INCHARGE","مسؤول نقليات"
"8141111","TRANSPORTATION ASSISTANT","مساعد نقليات"
"8142000","TRAIN DRIVER AND RELATED OCUP","سائقوالقطارات والمهن المرتبطه"
"8142013","TRAIN DRIVER","سائق قطار"
"8142024","TRAIN DRIVER ASSISTANT","مساعد سائق قطار"
